"Chromosome","Start_Position","End_Position","Match_Position","Match_End_Position","FlankedExonIDs"
"NC_035108.1",228909151,228909200,228916893,228916942,"exon-XM_021839553.1-1; exon-XM_021839553.1-2"
"NC_035108.1",228909151,228909200,228917255,228917304,"exon-XM_021839553.1-1; exon-XM_021839553.1-2"
"NC_035108.1",228909151,228909200,228917436,228917485,"exon-XM_021839553.1-1; exon-XM_021839553.1-2"
"NC_035108.1",228909151,228909200,228917617,228917666,"exon-XM_021839553.1-1; exon-XM_021839553.1-2"
"NC_035108.1",228909151,228909200,228917798,228917847,"exon-XM_021839553.1-1; exon-XM_021839553.1-2"
"NC_035108.1",228909151,228909200,228918161,228918210,"exon-XM_021839553.1-1; exon-XM_021839553.1-2"
"NC_035108.1",228909151,228909200,228918342,228918391,"exon-XM_021839553.1-1; exon-XM_021839553.1-2"
"NC_035108.1",228909151,228909200,228918523,228918572,"exon-XM_021839553.1-1; exon-XM_021839553.1-2"
"NC_035108.1",228909151,228909200,228918704,228918753,"exon-XM_021839553.1-1; exon-XM_021839553.1-2"
"NC_035108.1",228909151,228909200,228918885,228918934,"exon-XM_021839553.1-1; exon-XM_021839553.1-2"
"NC_035108.1",228909151,228909200,228919066,228919115,"exon-XM_021839553.1-1; exon-XM_021839553.1-2"
"NC_035108.1",228909151,228909200,228919247,228919296,"exon-XM_021839553.1-1; exon-XM_021839553.1-2"
"NC_035108.1",228909151,228909200,228919609,228919658,"exon-XM_021839553.1-1; exon-XM_021839553.1-2"
"NC_035108.1",228909151,228909200,228919790,228919839,"exon-XM_021839553.1-1; exon-XM_021839553.1-2"
"NC_035108.1",228909151,228909200,228919971,228920020,"exon-XM_021839553.1-1; exon-XM_021839553.1-2"
"NC_035108.1",228909151,228909200,228920333,228920382,"exon-XM_021839553.1-1; exon-XM_021839553.1-2"
"NC_035108.1",228909151,228909200,228922650,228922699,"exon-XM_021839553.1-1; exon-XM_021839553.1-2; exon-XM_021839553.1-3"
"NC_035108.1",228909151,228909200,228922831,228922880,"exon-XM_021839553.1-1; exon-XM_021839553.1-2; exon-XM_021839553.1-3"
"NC_035108.1",228909151,228909200,228923376,228923425,"exon-XM_021839553.1-1; exon-XM_021839553.1-2; exon-XM_021839553.1-3"
"NC_035108.1",228909151,228909200,228923738,228923787,"exon-XM_021839553.1-1; exon-XM_021839553.1-2; exon-XM_021839553.1-3"
"NC_035108.1",228909151,228909200,228923919,228923968,"exon-XM_021839553.1-1; exon-XM_021839553.1-2; exon-XM_021839553.1-3"
"NC_035108.1",228909151,228909200,228924100,228924149,"exon-XM_021839553.1-1; exon-XM_021839553.1-2; exon-XM_021839553.1-3"
"NC_035108.1",228909151,228909200,228924281,228924330,"exon-XM_021839553.1-1; exon-XM_021839553.1-2; exon-XM_021839553.1-3"
"NC_035108.1",228909151,228909200,228924462,228924511,"exon-XM_021839553.1-1; exon-XM_021839553.1-2; exon-XM_021839553.1-3"
"NC_035108.1",228909151,228909200,228924643,228924692,"exon-XM_021839553.1-1; exon-XM_021839553.1-2; exon-XM_021839553.1-3"
"NC_035108.1",228909151,228909200,228924824,228924873,"exon-XM_021839553.1-1; exon-XM_021839553.1-2; exon-XM_021839553.1-3"
"NC_035108.1",228909151,228909200,228925005,228925054,"exon-XM_021839553.1-1; exon-XM_021839553.1-2; exon-XM_021839553.1-3"
"NC_035108.1",228909151,228909200,228925186,228925235,"exon-XM_021839553.1-1; exon-XM_021839553.1-2; exon-XM_021839553.1-3"
"NC_035108.1",228909151,228909200,228925367,228925416,"exon-XM_021839553.1-1; exon-XM_021839553.1-2; exon-XM_021839553.1-3"
"NC_035108.1",228909151,228909200,228925548,228925597,"exon-XM_021839553.1-1; exon-XM_021839553.1-2; exon-XM_021839553.1-3"
"NC_035108.1",228909151,228909200,228925729,228925778,"exon-XM_021839553.1-1; exon-XM_021839553.1-2; exon-XM_021839553.1-3"
"NC_035108.1",228909151,228909200,228926273,228926322,"exon-XM_021839553.1-1; exon-XM_021839553.1-2; exon-XM_021839553.1-3"
"NC_035108.1",228909151,228909200,228926636,228926685,"exon-XM_021839553.1-1; exon-XM_021839553.1-2; exon-XM_021839553.1-3"
"NC_035108.1",228909151,228909200,228926999,228927048,"exon-XM_021839553.1-1; exon-XM_021839553.1-2; exon-XM_021839553.1-3"
"NC_035108.1",228909151,228909200,228927544,228927593,"exon-XM_021839553.1-1; exon-XM_021839553.1-2; exon-XM_021839553.1-3"
"NC_035108.1",228909151,228909200,228928087,228928136,"exon-XM_021839553.1-1; exon-XM_021839553.1-2; exon-XM_021839553.1-3"
"NC_035108.1",228909151,228909200,228928268,228928317,"exon-XM_021839553.1-1; exon-XM_021839553.1-2; exon-XM_021839553.1-3"
"NC_035108.1",228909151,228909200,228928993,228929042,"exon-XM_021839553.1-1; exon-XM_021839553.1-2; exon-XM_021839553.1-3"
"NC_035108.1",228909251,228909300,228915184,228915233,"exon-XM_021839553.1-1; exon-XM_021839553.1-2"
"NC_035108.1",228909251,228909300,228915365,228915414,"exon-XM_021839553.1-1; exon-XM_021839553.1-2"
"NC_035108.1",228909251,228909300,228915546,228915595,"exon-XM_021839553.1-1; exon-XM_021839553.1-2"
"NC_035108.1",228909251,228909300,228915727,228915776,"exon-XM_021839553.1-1; exon-XM_021839553.1-2"
"NC_035108.1",228909251,228909300,228915908,228915957,"exon-XM_021839553.1-1; exon-XM_021839553.1-2"
"NC_035108.1",228909251,228909300,228916088,228916137,"exon-XM_021839553.1-1; exon-XM_021839553.1-2"
"NC_035108.1",228909251,228909300,228916269,228916318,"exon-XM_021839553.1-1; exon-XM_021839553.1-2"
"NC_035108.1",228909251,228909300,228916450,228916499,"exon-XM_021839553.1-1; exon-XM_021839553.1-2"
"NC_035108.1",228909251,228909300,228916631,228916680,"exon-XM_021839553.1-1; exon-XM_021839553.1-2"
"NC_035108.1",228909251,228909300,228916812,228916861,"exon-XM_021839553.1-1; exon-XM_021839553.1-2"
"NC_035108.1",228909251,228909300,228916993,228917042,"exon-XM_021839553.1-1; exon-XM_021839553.1-2"
"NC_035108.1",228909251,228909300,228917174,228917223,"exon-XM_021839553.1-1; exon-XM_021839553.1-2"
"NC_035108.1",228909251,228909300,228917355,228917404,"exon-XM_021839553.1-1; exon-XM_021839553.1-2"
"NC_035108.1",228909251,228909300,228917536,228917585,"exon-XM_021839553.1-1; exon-XM_021839553.1-2"
"NC_035108.1",228909251,228909300,228917717,228917766,"exon-XM_021839553.1-1; exon-XM_021839553.1-2"
"NC_035108.1",228909251,228909300,228917898,228917947,"exon-XM_021839553.1-1; exon-XM_021839553.1-2"
"NC_035108.1",228909251,228909300,228918080,228918129,"exon-XM_021839553.1-1; exon-XM_021839553.1-2"
"NC_035108.1",228909251,228909300,228918261,228918310,"exon-XM_021839553.1-1; exon-XM_021839553.1-2"
"NC_035108.1",228909251,228909300,228918442,228918491,"exon-XM_021839553.1-1; exon-XM_021839553.1-2"
"NC_035108.1",228909251,228909300,228918623,228918672,"exon-XM_021839553.1-1; exon-XM_021839553.1-2"
"NC_035108.1",228909251,228909300,228918804,228918853,"exon-XM_021839553.1-1; exon-XM_021839553.1-2"
"NC_035108.1",228909251,228909300,228918985,228919034,"exon-XM_021839553.1-1; exon-XM_021839553.1-2"
"NC_035108.1",228909251,228909300,228919166,228919215,"exon-XM_021839553.1-1; exon-XM_021839553.1-2"
"NC_035108.1",228909251,228909300,228919347,228919396,"exon-XM_021839553.1-1; exon-XM_021839553.1-2"
"NC_035108.1",228909251,228909300,228919528,228919577,"exon-XM_021839553.1-1; exon-XM_021839553.1-2"
"NC_035108.1",228909251,228909300,228919709,228919758,"exon-XM_021839553.1-1; exon-XM_021839553.1-2"
"NC_035108.1",228909251,228909300,228919890,228919939,"exon-XM_021839553.1-1; exon-XM_021839553.1-2"
"NC_035108.1",228909251,228909300,228920071,228920120,"exon-XM_021839553.1-1; exon-XM_021839553.1-2"
"NC_035108.1",228909251,228909300,228920252,228920301,"exon-XM_021839553.1-1; exon-XM_021839553.1-2"
"NC_035108.1",228909251,228909300,228920433,228920482,"exon-XM_021839553.1-1; exon-XM_021839553.1-2"
"NC_035108.1",228909251,228909300,228920614,228920663,"exon-XM_021839553.1-1; exon-XM_021839553.1-2"
"NC_035108.1",228909251,228909300,228920796,228920845,"exon-XM_021839553.1-1; exon-XM_021839553.1-2"
"NC_035108.1",228909251,228909300,228922750,228922799,"exon-XM_021839553.1-1; exon-XM_021839553.1-2; exon-XM_021839553.1-3"
"NC_035108.1",228909251,228909300,228922931,228922980,"exon-XM_021839553.1-1; exon-XM_021839553.1-2; exon-XM_021839553.1-3"
"NC_035108.1",228909251,228909300,228923113,228923162,"exon-XM_021839553.1-1; exon-XM_021839553.1-2; exon-XM_021839553.1-3"
"NC_035108.1",228909251,228909300,228923295,228923344,"exon-XM_021839553.1-1; exon-XM_021839553.1-2; exon-XM_021839553.1-3"
"NC_035108.1",228909251,228909300,228923476,228923525,"exon-XM_021839553.1-1; exon-XM_021839553.1-2; exon-XM_021839553.1-3"
"NC_035108.1",228909251,228909300,228923657,228923706,"exon-XM_021839553.1-1; exon-XM_021839553.1-2; exon-XM_021839553.1-3"
"NC_035108.1",228909251,228909300,228923838,228923887,"exon-XM_021839553.1-1; exon-XM_021839553.1-2; exon-XM_021839553.1-3"
"NC_035108.1",228909251,228909300,228924019,228924068,"exon-XM_021839553.1-1; exon-XM_021839553.1-2; exon-XM_021839553.1-3"
"NC_035108.1",228909251,228909300,228924200,228924249,"exon-XM_021839553.1-1; exon-XM_021839553.1-2; exon-XM_021839553.1-3"
"NC_035108.1",228909251,228909300,228924381,228924430,"exon-XM_021839553.1-1; exon-XM_021839553.1-2; exon-XM_021839553.1-3"
"NC_035108.1",228909251,228909300,228924562,228924611,"exon-XM_021839553.1-1; exon-XM_021839553.1-2; exon-XM_021839553.1-3"
"NC_035108.1",228909251,228909300,228924743,228924792,"exon-XM_021839553.1-1; exon-XM_021839553.1-2; exon-XM_021839553.1-3"
"NC_035108.1",228909251,228909300,228924924,228924973,"exon-XM_021839553.1-1; exon-XM_021839553.1-2; exon-XM_021839553.1-3"
"NC_035108.1",228909251,228909300,228925105,228925154,"exon-XM_021839553.1-1; exon-XM_021839553.1-2; exon-XM_021839553.1-3"
"NC_035108.1",228909251,228909300,228925286,228925335,"exon-XM_021839553.1-1; exon-XM_021839553.1-2; exon-XM_021839553.1-3"
"NC_035108.1",228909251,228909300,228925467,228925516,"exon-XM_021839553.1-1; exon-XM_021839553.1-2; exon-XM_021839553.1-3"
"NC_035108.1",228909251,228909300,228925648,228925697,"exon-XM_021839553.1-1; exon-XM_021839553.1-2; exon-XM_021839553.1-3"
"NC_035108.1",228909251,228909300,228925829,228925878,"exon-XM_021839553.1-1; exon-XM_021839553.1-2; exon-XM_021839553.1-3"
"NC_035108.1",228909251,228909300,228926010,228926059,"exon-XM_021839553.1-1; exon-XM_021839553.1-2; exon-XM_021839553.1-3"
"NC_035108.1",228909251,228909300,228926192,228926241,"exon-XM_021839553.1-1; exon-XM_021839553.1-2; exon-XM_021839553.1-3"
"NC_035108.1",228909251,228909300,228926373,228926422,"exon-XM_021839553.1-1; exon-XM_021839553.1-2; exon-XM_021839553.1-3"
"NC_035108.1",228909251,228909300,228926555,228926604,"exon-XM_021839553.1-1; exon-XM_021839553.1-2; exon-XM_021839553.1-3"
"NC_035108.1",228909251,228909300,228926736,228926785,"exon-XM_021839553.1-1; exon-XM_021839553.1-2; exon-XM_021839553.1-3"
"NC_035108.1",228909251,228909300,228926918,228926967,"exon-XM_021839553.1-1; exon-XM_021839553.1-2; exon-XM_021839553.1-3"
"NC_035108.1",228909251,228909300,228927099,228927148,"exon-XM_021839553.1-1; exon-XM_021839553.1-2; exon-XM_021839553.1-3"
"NC_035108.1",228909251,228909300,228927281,228927330,"exon-XM_021839553.1-1; exon-XM_021839553.1-2; exon-XM_021839553.1-3"
"NC_035108.1",228909251,228909300,228927463,228927512,"exon-XM_021839553.1-1; exon-XM_021839553.1-2; exon-XM_021839553.1-3"
"NC_035108.1",228909251,228909300,228927644,228927693,"exon-XM_021839553.1-1; exon-XM_021839553.1-2; exon-XM_021839553.1-3"
"NC_035108.1",228909251,228909300,228927825,228927874,"exon-XM_021839553.1-1; exon-XM_021839553.1-2; exon-XM_021839553.1-3"
"NC_035108.1",228909251,228909300,228928006,228928055,"exon-XM_021839553.1-1; exon-XM_021839553.1-2; exon-XM_021839553.1-3"
"NC_035108.1",228909251,228909300,228928187,228928236,"exon-XM_021839553.1-1; exon-XM_021839553.1-2; exon-XM_021839553.1-3"
"NC_035108.1",228909251,228909300,228928368,228928417,"exon-XM_021839553.1-1; exon-XM_021839553.1-2; exon-XM_021839553.1-3"
"NC_035108.1",228909251,228909300,228928550,228928599,"exon-XM_021839553.1-1; exon-XM_021839553.1-2; exon-XM_021839553.1-3"
"NC_035108.1",228909251,228909300,228928732,228928781,"exon-XM_021839553.1-1; exon-XM_021839553.1-2; exon-XM_021839553.1-3"
"NC_035108.1",228909251,228909300,228928912,228928961,"exon-XM_021839553.1-1; exon-XM_021839553.1-2; exon-XM_021839553.1-3"
"NC_035108.1",228909251,228909300,228929093,228929142,"exon-XM_021839553.1-1; exon-XM_021839553.1-2; exon-XM_021839553.1-3"
"NC_035108.1",228909326,228909375,228915078,228915127,"exon-XM_021839553.1-1; exon-XM_021839553.1-2"
"NC_035108.1",228909326,228909375,228915259,228915308,"exon-XM_021839553.1-1; exon-XM_021839553.1-2"
"NC_035108.1",228909326,228909375,228915440,228915489,"exon-XM_021839553.1-1; exon-XM_021839553.1-2"
"NC_035108.1",228909326,228909375,228915802,228915851,"exon-XM_021839553.1-1; exon-XM_021839553.1-2"
"NC_035108.1",228909326,228909375,228916163,228916212,"exon-XM_021839553.1-1; exon-XM_021839553.1-2"
"NC_035108.1",228909326,228909375,228916344,228916393,"exon-XM_021839553.1-1; exon-XM_021839553.1-2"
"NC_035108.1",228909326,228909375,228916525,228916574,"exon-XM_021839553.1-1; exon-XM_021839553.1-2"
"NC_035108.1",228909326,228909375,228916887,228916936,"exon-XM_021839553.1-1; exon-XM_021839553.1-2"
"NC_035108.1",228909326,228909375,228917249,228917298,"exon-XM_021839553.1-1; exon-XM_021839553.1-2"
"NC_035108.1",228909326,228909375,228917430,228917479,"exon-XM_021839553.1-1; exon-XM_021839553.1-2"
"NC_035108.1",228909326,228909375,228917611,228917660,"exon-XM_021839553.1-1; exon-XM_021839553.1-2"
"NC_035108.1",228909326,228909375,228917792,228917841,"exon-XM_021839553.1-1; exon-XM_021839553.1-2"
"NC_035108.1",228909326,228909375,228918155,228918204,"exon-XM_021839553.1-1; exon-XM_021839553.1-2"
"NC_035108.1",228909326,228909375,228918336,228918385,"exon-XM_021839553.1-1; exon-XM_021839553.1-2"
"NC_035108.1",228909326,228909375,228918517,228918566,"exon-XM_021839553.1-1; exon-XM_021839553.1-2"
"NC_035108.1",228909326,228909375,228918698,228918747,"exon-XM_021839553.1-1; exon-XM_021839553.1-2"
"NC_035108.1",228909326,228909375,228918879,228918928,"exon-XM_021839553.1-1; exon-XM_021839553.1-2"
"NC_035108.1",228909326,228909375,228919060,228919109,"exon-XM_021839553.1-1; exon-XM_021839553.1-2"
"NC_035108.1",228909326,228909375,228919241,228919290,"exon-XM_021839553.1-1; exon-XM_021839553.1-2"
"NC_035108.1",228909326,228909375,228919603,228919652,"exon-XM_021839553.1-1; exon-XM_021839553.1-2"
"NC_035108.1",228909326,228909375,228919784,228919833,"exon-XM_021839553.1-1; exon-XM_021839553.1-2"
"NC_035108.1",228909326,228909375,228919965,228920014,"exon-XM_021839553.1-1; exon-XM_021839553.1-2"
"NC_035108.1",228909326,228909375,228920327,228920376,"exon-XM_021839553.1-1; exon-XM_021839553.1-2"
"NC_035108.1",228909326,228909375,228922825,228922874,"exon-XM_021839553.1-1; exon-XM_021839553.1-2; exon-XM_021839553.1-3"
"NC_035108.1",228909326,228909375,228923370,228923419,"exon-XM_021839553.1-1; exon-XM_021839553.1-2; exon-XM_021839553.1-3"
"NC_035108.1",228909326,228909375,228923732,228923781,"exon-XM_021839553.1-1; exon-XM_021839553.1-2; exon-XM_021839553.1-3"
"NC_035108.1",228909326,228909375,228923913,228923962,"exon-XM_021839553.1-1; exon-XM_021839553.1-2; exon-XM_021839553.1-3"
"NC_035108.1",228909326,228909375,228924094,228924143,"exon-XM_021839553.1-1; exon-XM_021839553.1-2; exon-XM_021839553.1-3"
"NC_035108.1",228909326,228909375,228924275,228924324,"exon-XM_021839553.1-1; exon-XM_021839553.1-2; exon-XM_021839553.1-3"
"NC_035108.1",228909326,228909375,228924456,228924505,"exon-XM_021839553.1-1; exon-XM_021839553.1-2; exon-XM_021839553.1-3"
"NC_035108.1",228909326,228909375,228924637,228924686,"exon-XM_021839553.1-1; exon-XM_021839553.1-2; exon-XM_021839553.1-3"
"NC_035108.1",228909326,228909375,228924818,228924867,"exon-XM_021839553.1-1; exon-XM_021839553.1-2; exon-XM_021839553.1-3"
"NC_035108.1",228909326,228909375,228924999,228925048,"exon-XM_021839553.1-1; exon-XM_021839553.1-2; exon-XM_021839553.1-3"
"NC_035108.1",228909326,228909375,228925180,228925229,"exon-XM_021839553.1-1; exon-XM_021839553.1-2; exon-XM_021839553.1-3"
"NC_035108.1",228909326,228909375,228925361,228925410,"exon-XM_021839553.1-1; exon-XM_021839553.1-2; exon-XM_021839553.1-3"
"NC_035108.1",228909326,228909375,228925542,228925591,"exon-XM_021839553.1-1; exon-XM_021839553.1-2; exon-XM_021839553.1-3"
"NC_035108.1",228909326,228909375,228925723,228925772,"exon-XM_021839553.1-1; exon-XM_021839553.1-2; exon-XM_021839553.1-3"
"NC_035108.1",228909326,228909375,228926267,228926316,"exon-XM_021839553.1-1; exon-XM_021839553.1-2; exon-XM_021839553.1-3"
"NC_035108.1",228909326,228909375,228926630,228926679,"exon-XM_021839553.1-1; exon-XM_021839553.1-2; exon-XM_021839553.1-3"
"NC_035108.1",228909326,228909375,228926993,228927042,"exon-XM_021839553.1-1; exon-XM_021839553.1-2; exon-XM_021839553.1-3"
"NC_035108.1",228909326,228909375,228927538,228927587,"exon-XM_021839553.1-1; exon-XM_021839553.1-2; exon-XM_021839553.1-3"
"NC_035108.1",228909326,228909375,228928081,228928130,"exon-XM_021839553.1-1; exon-XM_021839553.1-2; exon-XM_021839553.1-3"
"NC_035108.1",228909326,228909375,228928262,228928311,"exon-XM_021839553.1-1; exon-XM_021839553.1-2; exon-XM_021839553.1-3"
"NC_035108.1",228909326,228909375,228928987,228929036,"exon-XM_021839553.1-1; exon-XM_021839553.1-2; exon-XM_021839553.1-3"
"NC_035108.1",228909401,228909525,228915153,228915277,"exon-XM_021839553.1-1; exon-XM_021839553.1-2"
"NC_035108.1",228909401,228909525,228915334,228915458,"exon-XM_021839553.1-1; exon-XM_021839553.1-2"
"NC_035108.1",228909401,228909525,228915515,228915639,"exon-XM_021839553.1-1; exon-XM_021839553.1-2"
"NC_035108.1",228909401,228909525,228915696,228915820,"exon-XM_021839553.1-1; exon-XM_021839553.1-2"
"NC_035108.1",228909401,228909525,228915877,228916001,"exon-XM_021839553.1-1; exon-XM_021839553.1-2"
"NC_035108.1",228909401,228909525,228916057,228916181,"exon-XM_021839553.1-1; exon-XM_021839553.1-2"
"NC_035108.1",228909401,228909525,228916238,228916362,"exon-XM_021839553.1-1; exon-XM_021839553.1-2"
"NC_035108.1",228909401,228909525,228916419,228916543,"exon-XM_021839553.1-1; exon-XM_021839553.1-2"
"NC_035108.1",228909401,228909525,228916600,228916724,"exon-XM_021839553.1-1; exon-XM_021839553.1-2"
"NC_035108.1",228909401,228909525,228916781,228916905,"exon-XM_021839553.1-1; exon-XM_021839553.1-2"
"NC_035108.1",228909401,228909525,228916962,228917086,"exon-XM_021839553.1-1; exon-XM_021839553.1-2"
"NC_035108.1",228909401,228909525,228917143,228917267,"exon-XM_021839553.1-1; exon-XM_021839553.1-2"
"NC_035108.1",228909401,228909525,228917324,228917448,"exon-XM_021839553.1-1; exon-XM_021839553.1-2"
"NC_035108.1",228909401,228909525,228917505,228917629,"exon-XM_021839553.1-1; exon-XM_021839553.1-2"
"NC_035108.1",228909401,228909525,228917686,228917810,"exon-XM_021839553.1-1; exon-XM_021839553.1-2"
"NC_035108.1",228909401,228909525,228917867,228917991,"exon-XM_021839553.1-1; exon-XM_021839553.1-2"
"NC_035108.1",228909401,228909525,228918049,228918173,"exon-XM_021839553.1-1; exon-XM_021839553.1-2"
"NC_035108.1",228909401,228909525,228918230,228918354,"exon-XM_021839553.1-1; exon-XM_021839553.1-2"
"NC_035108.1",228909401,228909525,228918411,228918535,"exon-XM_021839553.1-1; exon-XM_021839553.1-2"
"NC_035108.1",228909401,228909525,228918592,228918716,"exon-XM_021839553.1-1; exon-XM_021839553.1-2"
"NC_035108.1",228909401,228909525,228918773,228918897,"exon-XM_021839553.1-1; exon-XM_021839553.1-2"
"NC_035108.1",228909401,228909525,228918954,228919078,"exon-XM_021839553.1-1; exon-XM_021839553.1-2"
"NC_035108.1",228909401,228909525,228919135,228919259,"exon-XM_021839553.1-1; exon-XM_021839553.1-2"
"NC_035108.1",228909401,228909525,228919316,228919440,"exon-XM_021839553.1-1; exon-XM_021839553.1-2"
"NC_035108.1",228909401,228909525,228919497,228919621,"exon-XM_021839553.1-1; exon-XM_021839553.1-2"
"NC_035108.1",228909401,228909525,228919678,228919802,"exon-XM_021839553.1-1; exon-XM_021839553.1-2"
"NC_035108.1",228909401,228909525,228919859,228919983,"exon-XM_021839553.1-1; exon-XM_021839553.1-2"
"NC_035108.1",228909401,228909525,228920040,228920164,"exon-XM_021839553.1-1; exon-XM_021839553.1-2"
"NC_035108.1",228909401,228909525,228920221,228920345,"exon-XM_021839553.1-1; exon-XM_021839553.1-2"
"NC_035108.1",228909401,228909525,228920402,228920526,"exon-XM_021839553.1-1; exon-XM_021839553.1-2"
"NC_035108.1",228909401,228909500,228920583,228920682,"exon-XM_021839553.1-1; exon-XM_021839553.1-2"
"NC_035108.1",228909401,228909525,228922719,228922843,"exon-XM_021839553.1-1; exon-XM_021839553.1-2; exon-XM_021839553.1-3"
"NC_035108.1",228909401,228909525,228922900,228923024,"exon-XM_021839553.1-1; exon-XM_021839553.1-2; exon-XM_021839553.1-3"
"NC_035108.1",228909401,228909525,228923082,228923206,"exon-XM_021839553.1-1; exon-XM_021839553.1-2; exon-XM_021839553.1-3"
"NC_035108.1",228909401,228909525,228923264,228923388,"exon-XM_021839553.1-1; exon-XM_021839553.1-2; exon-XM_021839553.1-3"
"NC_035108.1",228909401,228909525,228923445,228923569,"exon-XM_021839553.1-1; exon-XM_021839553.1-2; exon-XM_021839553.1-3"
"NC_035108.1",228909401,228909525,228923626,228923750,"exon-XM_021839553.1-1; exon-XM_021839553.1-2; exon-XM_021839553.1-3"
"NC_035108.1",228909401,228909525,228923807,228923931,"exon-XM_021839553.1-1; exon-XM_021839553.1-2; exon-XM_021839553.1-3"
"NC_035108.1",228909401,228909525,228923988,228924112,"exon-XM_021839553.1-1; exon-XM_021839553.1-2; exon-XM_021839553.1-3"
"NC_035108.1",228909401,228909525,228924169,228924293,"exon-XM_021839553.1-1; exon-XM_021839553.1-2; exon-XM_021839553.1-3"
"NC_035108.1",228909401,228909525,228924350,228924474,"exon-XM_021839553.1-1; exon-XM_021839553.1-2; exon-XM_021839553.1-3"
"NC_035108.1",228909401,228909525,228924531,228924655,"exon-XM_021839553.1-1; exon-XM_021839553.1-2; exon-XM_021839553.1-3"
"NC_035108.1",228909401,228909525,228924712,228924836,"exon-XM_021839553.1-1; exon-XM_021839553.1-2; exon-XM_021839553.1-3"
"NC_035108.1",228909401,228909525,228924893,228925017,"exon-XM_021839553.1-1; exon-XM_021839553.1-2; exon-XM_021839553.1-3"
"NC_035108.1",228909401,228909525,228925074,228925198,"exon-XM_021839553.1-1; exon-XM_021839553.1-2; exon-XM_021839553.1-3"
"NC_035108.1",228909401,228909525,228925255,228925379,"exon-XM_021839553.1-1; exon-XM_021839553.1-2; exon-XM_021839553.1-3"
"NC_035108.1",228909401,228909525,228925436,228925560,"exon-XM_021839553.1-1; exon-XM_021839553.1-2; exon-XM_021839553.1-3"
"NC_035108.1",228909401,228909525,228925617,228925741,"exon-XM_021839553.1-1; exon-XM_021839553.1-2; exon-XM_021839553.1-3"
"NC_035108.1",228909401,228909525,228925798,228925922,"exon-XM_021839553.1-1; exon-XM_021839553.1-2; exon-XM_021839553.1-3"
"NC_035108.1",228909401,228909525,228925979,228926103,"exon-XM_021839553.1-1; exon-XM_021839553.1-2; exon-XM_021839553.1-3"
"NC_035108.1",228909401,228909525,228926161,228926285,"exon-XM_021839553.1-1; exon-XM_021839553.1-2; exon-XM_021839553.1-3"
"NC_035108.1",228909401,228909525,228926342,228926466,"exon-XM_021839553.1-1; exon-XM_021839553.1-2; exon-XM_021839553.1-3"
"NC_035108.1",228909401,228909525,228926524,228926648,"exon-XM_021839553.1-1; exon-XM_021839553.1-2; exon-XM_021839553.1-3"
"NC_035108.1",228909401,228909525,228926705,228926829,"exon-XM_021839553.1-1; exon-XM_021839553.1-2; exon-XM_021839553.1-3"
"NC_035108.1",228909401,228909525,228926887,228927011,"exon-XM_021839553.1-1; exon-XM_021839553.1-2; exon-XM_021839553.1-3"
"NC_035108.1",228909401,228909525,228927068,228927192,"exon-XM_021839553.1-1; exon-XM_021839553.1-2; exon-XM_021839553.1-3"
"NC_035108.1",228909401,228909525,228927250,228927374,"exon-XM_021839553.1-1; exon-XM_021839553.1-2; exon-XM_021839553.1-3"
"NC_035108.1",228909401,228909525,228927432,228927556,"exon-XM_021839553.1-1; exon-XM_021839553.1-2; exon-XM_021839553.1-3"
"NC_035108.1",228909401,228909525,228927613,228927737,"exon-XM_021839553.1-1; exon-XM_021839553.1-2; exon-XM_021839553.1-3"
"NC_035108.1",228909401,228909525,228927794,228927918,"exon-XM_021839553.1-1; exon-XM_021839553.1-2; exon-XM_021839553.1-3"
"NC_035108.1",228909401,228909525,228927975,228928099,"exon-XM_021839553.1-1; exon-XM_021839553.1-2; exon-XM_021839553.1-3"
"NC_035108.1",228909401,228909525,228928156,228928280,"exon-XM_021839553.1-1; exon-XM_021839553.1-2; exon-XM_021839553.1-3"
"NC_035108.1",228909401,228909525,228928337,228928461,"exon-XM_021839553.1-1; exon-XM_021839553.1-2; exon-XM_021839553.1-3"
"NC_035108.1",228909401,228909525,228928519,228928643,"exon-XM_021839553.1-1; exon-XM_021839553.1-2; exon-XM_021839553.1-3"
"NC_035108.1",228909401,228909525,228928701,228928825,"exon-XM_021839553.1-1; exon-XM_021839553.1-2; exon-XM_021839553.1-3"
"NC_035108.1",228909401,228909525,228928881,228929005,"exon-XM_021839553.1-1; exon-XM_021839553.1-2; exon-XM_021839553.1-3"
"NC_035108.1",228909401,228909525,228929062,228929186,"exon-XM_021839553.1-1; exon-XM_021839553.1-2; exon-XM_021839553.1-3"
"NC_035108.1",228909401,228909525,228929244,228929368,"exon-XM_021839553.1-1; exon-XM_021839553.1-2; exon-XM_021839553.1-3"
"NC_035108.1",228909426,228909500,228920790,228920864,"exon-XM_021839553.1-1; exon-XM_021839553.1-2"
"NC_035108.1",228909451,228909525,228915022,228915096,"exon-XM_021839553.1-1; exon-XM_021839553.1-2"
"NC_035108.1",228909576,228909650,228914966,228915040,"exon-XM_021839553.1-1; exon-XM_021839553.1-2"
"NC_035108.1",228909576,228909625,228915147,228915196,"exon-XM_021839553.1-1; exon-XM_021839553.1-2"
"NC_035108.1",228909576,228909625,228915328,228915377,"exon-XM_021839553.1-1; exon-XM_021839553.1-2"
"NC_035108.1",228909576,228909625,228915509,228915558,"exon-XM_021839553.1-1; exon-XM_021839553.1-2"
