Chromosome,Start_Position,End_Position,Match_Position,Match_End_Position
BX284603.4,7418551,7418625,7434485,7434559
BX284603.4,7418551,7418625,7435003,7435077
BX284603.4,7418551,7418625,7435097,7435171
BX284603.4,7418551,7418625,7435285,7435359
BX284603.4,7418551,7418625,7435379,7435453
BX284603.4,7418551,7418800,7435473,7435722
BX284603.4,7418551,7418625,7435567,7435641
BX284603.4,7418551,7418700,7435661,7435810
BX284603.4,7418551,7418625,7435755,7435829
BX284603.4,7418551,7418625,7435849,7435923
BX284603.4,7418551,7418600,7436225,7436274
BX284603.4,7418551,7418700,7436319,7436468
BX284603.4,7418551,7418675,7436413,7436537
BX284603.4,7418551,7418625,7436601,7436675
BX284603.4,7418551,7418625,7436743,7436817
BX284603.4,7418551,7418600,7436837,7436886
BX284603.4,7418551,7418600,7436931,7436980
BX284603.4,7418551,7418625,7437025,7437099
BX284603.4,7418551,7418700,7437307,7437456
BX284603.4,7418551,7418725,7437401,7437575
BX284603.4,7418551,7418625,7437495,7437569
BX284603.4,7418551,7418725,7437683,7437857
BX284603.4,7418551,7418625,7437777,7437851
BX284603.4,7418551,7418625,7437871,7437945
BX284603.4,7418551,7418625,7437965,7438039
BX284603.4,7418551,7418600,7438059,7438108
BX284603.4,7418551,7418625,7438153,7438227
BX284603.4,7418551,7418625,7438295,7438369
BX284603.4,7418576,7418725,7419234,7419383
BX284603.4,7418576,7418625,7421208,7421257
BX284603.4,7418576,7418625,7423791,7423840
BX284603.4,7418576,7418625,7426658,7426707
BX284603.4,7418576,7418625,7434886,7434935
BX284603.4,7418601,7418725,7420857,7420981
BX284603.4,7418601,7418750,7421327,7421476
BX284603.4,7418601,7418725,7424568,7424692
BX284603.4,7418601,7418700,7427717,7427816
BX284603.4,7418601,7418725,7431103,7431227
BX284603.4,7418601,7418650,7432937,7432986
BX284603.4,7418601,7418650,7433031,7433080
BX284603.4,7418601,7418650,7433125,7433174
BX284603.4,7418601,7418725,7433219,7433343
BX284603.4,7418601,7418675,7433687,7433761
BX284603.4,7418601,7418725,7434111,7434235
BX284603.4,7418626,7418750,7421870,7421994
BX284603.4,7418626,7418700,7429294,7429368
BX284603.4,7418626,7418675,7429952,7430001
BX284603.4,7418626,7418750,7430516,7430640
BX284603.4,7418626,7418725,7430658,7430757
BX284603.4,7418626,7418700,7431458,7431532
BX284603.4,7418626,7418725,7433854,7433953
BX284603.4,7418626,7418825,7434984,7435183
BX284603.4,7418626,7418725,7436724,7436823
BX284603.4,7418626,7418700,7437288,7437362
BX284603.4,7418626,7418725,7438276,7438375
BX284603.4,7418651,7418825,7418745,7418919
BX284603.4,7418651,7418725,7418839,7418913
BX284603.4,7418651,7418700,7418933,7418982
BX284603.4,7418651,7418700,7419215,7419264
BX284603.4,7418651,7418725,7419403,7419477
BX284603.4,7418651,7418700,7419497,7419546
BX284603.4,7418651,7418700,7419591,7419640
BX284603.4,7418651,7418700,7419779,7419828
BX284603.4,7418651,7418700,7419967,7420016
BX284603.4,7418651,7418800,7420061,7420210
BX284603.4,7418651,7418700,7420155,7420204
BX284603.4,7418651,7418775,7420343,7420467
BX284603.4,7418651,7418725,7420531,7420605
BX284603.4,7418651,7418725,7420625,7420699
BX284603.4,7418651,7418750,7420719,7420818
BX284603.4,7418651,7418825,7421001,7421175
BX284603.4,7418651,7418725,7421095,7421169
BX284603.4,7418651,7418750,7421189,7421288
BX284603.4,7418651,7418725,7421565,7421639
BX284603.4,7418651,7418700,7421659,7421708
BX284603.4,7418651,7418900,7422177,7422426
BX284603.4,7418651,7418800,7422271,7422420
BX284603.4,7418651,7418700,7422365,7422414
BX284603.4,7418651,7418750,7423023,7423122
BX284603.4,7418651,7418750,7423678,7423777
BX284603.4,7418651,7418900,7423866,7424115
BX284603.4,7418651,7418825,7423960,7424134
BX284603.4,7418651,7418725,7424054,7424128
BX284603.4,7418651,7418700,7424148,7424197
BX284603.4,7418651,7418725,7424760,7424834
BX284603.4,7418651,7418725,7424948,7425022
BX284603.4,7418651,7418700,7426545,7426594
BX284603.4,7418651,7418775,7427015,7427139
BX284603.4,7418651,7418700,7427861,7427910
BX284603.4,7418651,7418725,7428049,7428123
BX284603.4,7418651,7418700,7428143,7428192
BX284603.4,7418651,7418700,7428237,7428286
BX284603.4,7418651,7418700,7428425,7428474
BX284603.4,7418651,7418700,7428519,7428568
BX284603.4,7418651,7418800,7428707,7428856
BX284603.4,7418651,7418700,7428801,7428850
BX284603.4,7418651,7418725,7429177,7429251
BX284603.4,7418651,7418725,7432329,7432403
BX284603.4,7418651,7418700,7432799,7432848
BX284603.4,7418651,7418700,7433363,7433412
BX284603.4,7418651,7418725,7433973,7434047
BX284603.4,7418651,7418725,7434397,7434471
BX284603.4,7418651,7418750,7434491,7434590
BX284603.4,7418651,7418725,7434867,7434941
BX284603.4,7418651,7418725,7435103,7435177
BX284603.4,7418651,7418700,7435197,7435246
BX284603.4,7418651,7418725,7435291,7435365
BX284603.4,7418651,7418800,7435385,7435534
BX284603.4,7418651,7418700,7435479,7435528
BX284603.4,7418651,7418700,7435667,7435716
BX284603.4,7418651,7418725,7435855,7435929
BX284603.4,7418651,7418700,7436231,7436280
BX284603.4,7418651,7418700,7436325,7436374
BX284603.4,7418651,7418725,7436607,7436681
BX284603.4,7418651,7418700,7436843,7436892
BX284603.4,7418651,7418700,7436937,7436986
BX284603.4,7418651,7418725,7437031,7437105
BX284603.4,7418651,7418725,7437125,7437199
BX284603.4,7418651,7418700,7437595,7437644
BX284603.4,7418651,7418700,7437689,7437738
BX284603.4,7418651,7418725,7437877,7437951
BX284603.4,7418651,7418725,7437971,7438045
BX284603.4,7418651,7418700,7438065,7438114
BX284603.4,7418651,7418725,7438159,7438233
BX284603.4,7418651,7418725,7438588,7438662
BX284603.4,7418676,7418750,7423327,7423401
BX284603.4,7418676,7418725,7423421,7423470
BX284603.4,7418676,7418900,7423797,7424021
BX284603.4,7418676,7418725,7426664,7426713
BX284603.4,7418676,7418725,7434704,7434753
BX284603.4,7418701,7418750,7422039,7422088
BX284603.4,7418701,7418900,7422133,7422332
BX284603.4,7418701,7418750,7423167,7423216
BX284603.4,7418701,7418800,7426501,7426600
BX284603.4,7418701,7418750,7426877,7426926
BX284603.4,7418701,7418850,7426971,7427120
BX284603.4,7418701,7418750,7427159,7427208
BX284603.4,7418701,7418750,7427253,7427302
BX284603.4,7418701,7418750,7427347,7427396
BX284603.4,7418701,7418750,7427441,7427490
BX284603.4,7418701,7418750,7427535,7427584
BX284603.4,7418701,7418750,7427629,7427678
BX284603.4,7418701,7418750,7429839,7429888
BX284603.4,7418701,7418750,7430121,7430170
BX284603.4,7418701,7418750,7430215,7430264
BX284603.4,7418701,7418750,7430309,7430358
BX284603.4,7418701,7418750,7430403,7430452
BX284603.4,7418701,7418750,7430827,7430876
BX284603.4,7418701,7418750,7430921,7430970
BX284603.4,7418701,7418750,7431015,7431064
BX284603.4,7418701,7418750,7431297,7431346
BX284603.4,7418701,7418825,7432285,7432409
BX284603.4,7418701,7418775,7432567,7432641
BX284603.4,7418701,7418750,7434635,7434684
BX284603.4,7418701,7418825,7436563,7436687
BX284603.4,7418726,7418800,7419008,7419082
BX284603.4,7418726,7418825,7419102,7419201
BX284603.4,7418726,7418825,7419290,7419389
BX284603.4,7418726,7418825,7419666,7419765
BX284603.4,7418726,7418800,7419854,7419928
BX284603.4,7418726,7418825,7420230,7420329
BX284603.4,7418726,7418825,7420888,7420987
BX284603.4,7418726,7418850,7421358,7421482
BX284603.4,7418726,7418850,7421734,7421858
BX284603.4,7418726,7418850,7421876,7422000
BX284603.4,7418726,7418825,7422440,7422539
BX284603.4,7418726,7418800,7424223,7424297
BX284603.4,7418726,7418800,7424317,7424391
BX284603.4,7418726,7418850,7424411,7424535
BX284603.4,7418726,7418825,7424599,7424698
BX284603.4,7418726,7418825,7424929,7425028
BX284603.4,7418726,7418800,7427748,7427822
BX284603.4,7418726,7418825,7427936,7428035
BX284603.4,7418726,7418825,7428312,7428411
BX284603.4,7418726,7418825,7428594,7428693
BX284603.4,7418726,7418800,7428876,7428950
BX284603.4,7418726,7418800,7428970,7429044
BX284603.4,7418726,7418950,7429064,7429288
BX284603.4,7418726,7418800,7429300,7429374
BX284603.4,7418726,7418800,7429394,7429468
BX284603.4,7418726,7418800,7429488,7429562
BX284603.4,7418726,7418800,7429582,7429656
BX284603.4,7418726,7418825,7429676,7429775
BX284603.4,7418726,7418850,7430522,7430646
BX284603.4,7418726,7418825,7430664,7430763
BX284603.4,7418726,7418825,7431134,7431233
BX284603.4,7418726,7418800,7431464,7431538
BX284603.4,7418726,7418775,7432028,7432077
BX284603.4,7418726,7418825,7433250,7433349
BX284603.4,7418726,7418800,7433438,7433512
BX284603.4,7418726,7418800,7433532,7433606
BX284603.4,7418726,7418825,7433860,7433959
BX284603.4,7418726,7418825,7434142,7434241
BX284603.4,7418726,7418900,7434990,7435164
BX284603.4,7418726,7418900,7435554,7435728
BX284603.4,7418726,7418800,7435742,7435816
BX284603.4,7418726,7418800,7436400,7436474
BX284603.4,7418726,7418825,7436730,7436829
BX284603.4,7418726,7418800,7437294,7437368
BX284603.4,7418726,7418800,7437388,7437462
BX284603.4,7418726,7418825,7437482,7437581
BX284603.4,7418726,7418825,7437764,7437863
BX284603.4,7418726,7418825,7438282,7438381
BX284603.4,7418751,7418800,7418939,7418988
BX284603.4,7418751,7418800,7419221,7419270
BX284603.4,7418751,7418825,7419409,7419483
BX284603.4,7418751,7418800,7419597,7419646
BX284603.4,7418751,7418800,7419785,7419834
BX284603.4,7418751,7418900,7420067,7420216
BX284603.4,7418751,7418850,7420349,7420448
BX284603.4,7418751,7418825,7420537,7420611
BX284603.4,7418751,7418825,7420631,7420705
BX284603.4,7418751,7418850,7420725,7420824
BX284603.4,7418751,7418900,7421007,7421156
BX284603.4,7418751,7418850,7421195,7421294
BX284603.4,7418751,7418825,7421571,7421645
BX284603.4,7418751,7418800,7421665,7421714
BX284603.4,7418751,7418850,7423029,7423128
BX284603.4,7418751,7418850,7423684,7423783
BX284603.4,7418751,7418800,7424154,7424203
BX284603.4,7418751,7418825,7424766,7424840
BX284603.4,7418751,7418800,7427867,7427916
BX284603.4,7418751,7418825,7428055,7428129
BX284603.4,7418751,7418800,7428243,7428292
BX284603.4,7418751,7418800,7428431,7428480
BX284603.4,7418751,7418800,7428525,7428574
BX284603.4,7418751,7418900,7428713,7428862
BX284603.4,7418751,7418800,7432805,7432854
BX284603.4,7418751,7418800,7433369,7433418
BX284603.4,7418751,7418825,7433979,7434053
BX284603.4,7418751,7418825,7434403,7434477
BX284603.4,7418751,7418850,7434497,7434596
BX284603.4,7418751,7418825,7434873,7434947
BX284603.4,7418751,7418825,7435297,7435371
BX284603.4,7418751,7418900,7435391,7435540
BX284603.4,7418751,7418825,7435861,7435935
BX284603.4,7418751,7418800,7436331,7436380
BX284603.4,7418751,7418800,7436849,7436898
BX284603.4,7418751,7418825,7437037,7437111
BX284603.4,7418751,7418825,7437131,7437205
BX284603.4,7418751,7418800,7437601,7437650
BX284603.4,7418751,7418800,7437695,7437744
BX284603.4,7418751,7418825,7437883,7437957
BX284603.4,7418751,7418825,7437977,7438051
BX284603.4,7418751,7418825,7438165,7438239
BX284603.4,7418751,7418825,7438594,7438668
BX284603.4,7418751,7418800,7438688,7438737
BX284603.4,7418776,7418825,7421502,7421551
BX284603.4,7418776,7418850,7423333,7423407
BX284603.4,7418776,7418825,7423427,7423476
BX284603.4,7418776,7418900,7423803,7423927
BX284603.4,7418776,7418825,7426670,7426719
BX284603.4,7418776,7418825,7430008,7430057
BX284603.4,7418776,7418850,7431278,7431352
BX284603.4,7418776,7418825,7431372,7431421
BX284603.4,7418776,7418825,7433768,7433817
BX284603.4,7418776,7418825,7434334,7434383
BX284603.4,7418776,7418825,7434710,7434759
BX284603.4,7418776,7418825,7434804,7434853
BX284603.4,7418776,7418950,7436544,7436718
BX284603.4,7418801,7418850,7422045,7422094
BX284603.4,7418801,7418900,7422139,7422238
BX284603.4,7418801,7418850,7423173,7423222
BX284603.4,7418801,7418900,7426507,7426606
BX284603.4,7418801,7418850,7426883,7426932
BX284603.4,7418801,7418900,7426977,7427076
BX284603.4,7418801,7418850,7427165,7427214
BX284603.4,7418801,7418850,7427259,7427308
BX284603.4,7418801,7418850,7427353,7427402
BX284603.4,7418801,7418850,7427447,7427496
BX284603.4,7418801,7418850,7427541,7427590
BX284603.4,7418801,7418850,7427635,7427684
BX284603.4,7418801,7418850,7429845,7429894
BX284603.4,7418801,7418850,7430127,7430176
BX284603.4,7418801,7418850,7430221,7430270
BX284603.4,7418801,7418850,7430315,7430364
BX284603.4,7418801,7418850,7430409,7430458
BX284603.4,7418801,7418850,7430833,7430882
BX284603.4,7418801,7418850,7430927,7430976
BX284603.4,7418801,7418850,7431021,7431070
BX284603.4,7418801,7418900,7432291,7432390
BX284603.4,7418801,7418850,7432573,7432622
BX284603.4,7418801,7418850,7434641,7434690
BX284603.4,7418826,7418900,7419014,7419088
BX284603.4,7418826,7418900,7419108,7419182
BX284603.4,7418826,7418900,7419296,7419370
BX284603.4,7418826,7418900,7419672,7419746
BX284603.4,7418826,7418900,7419860,7419934
BX284603.4,7418826,7418900,7420236,7420310
BX284603.4,7418826,7419000,7420894,7421068
BX284603.4,7418826,7418900,7421364,7421438
BX284603.4,7418826,7418900,7421740,7421814
BX284603.4,7418826,7418900,7421882,7421956
BX284603.4,7418826,7418900,7422446,7422520
BX284603.4,7418826,7418900,7424229,7424303
BX284603.4,7418826,7418900,7424323,7424397
BX284603.4,7418826,7418900,7424417,7424491
BX284603.4,7418826,7418950,7424605,7424729
BX284603.4,7418826,7418900,7424935,7425009
BX284603.4,7418826,7418900,7427754,7427828
BX284603.4,7418826,7419000,7427942,7428116
BX284603.4,7418826,7418900,7428318,7428392
BX284603.4,7418826,7418900,7428600,7428674
BX284603.4,7418826,7418900,7428882,7428956
BX284603.4,7418826,7418900,7428976,7429050
BX284603.4,7418826,7418900,7429070,7429144
BX284603.4,7418826,7418900,7429306,7429380
BX284603.4,7418826,7418900,7429400,7429474
BX284603.4,7418826,7418900,7429494,7429568
BX284603.4,7418826,7418900,7429588,7429662
BX284603.4,7418826,7418975,7429682,7429831
BX284603.4,7418826,7418900,7430528,7430602
BX284603.4,7418826,7418900,7430670,7430744
BX284603.4,7418826,7418900,7431140,7431214
BX284603.4,7418826,7418900,7431470,7431544
BX284603.4,7418826,7419175,7433256,7433605
BX284603.4,7418826,7418900,7433444,7433518
BX284603.4,7418826,7418900,7433538,7433612
BX284603.4,7418826,7418900,7433866,7433940
BX284603.4,7418826,7418900,7434148,7434222
BX284603.4,7418826,7418900,7434996,7435070
BX284603.4,7418826,7418900,7435560,7435634
BX284603.4,7418826,7418900,7435748,7435822
BX284603.4,7418826,7418900,7436406,7436480
BX284603.4,7418826,7418975,7436736,7436885
BX284603.4,7418826,7418900,7437300,7437374
BX284603.4,7418826,7418900,7437394,7437468
BX284603.4,7418826,7418900,7437488,7437562
BX284603.4,7418826,7418900,7437770,7437844
BX284603.4,7418826,7418900,7438288,7438362
BX284603.4,7418851,7418900,7418945,7418994
BX284603.4,7418851,7418900,7419227,7419276
BX284603.4,7418851,7418900,7419415,7419464
BX284603.4,7418851,7418900,7419603,7419652
BX284603.4,7418851,7418900,7419791,7419840
BX284603.4,7418851,7418900,7420073,7420122
BX284603.4,7418851,7418900,7420355,7420404
BX284603.4,7418851,7419000,7420543,7420692
BX284603.4,7418851,7419000,7420637,7420786
BX284603.4,7418851,7418900,7420731,7420780
BX284603.4,7418851,7418900,7421013,7421062
BX284603.4,7418851,7418900,7421201,7421250
BX284603.4,7418851,7418900,7421577,7421626
BX284603.4,7418851,7418900,7421671,7421720
BX284603.4,7418851,7418900,7423035,7423084
BX284603.4,7418851,7418900,7423690,7423739
BX284603.4,7418851,7418900,7424160,7424209
BX284603.4,7418851,7418900,7424772,7424821
BX284603.4,7418851,7418900,7424866,7424915
BX284603.4,7418851,7418900,7427873,7427922
BX284603.4,7418851,7418900,7428061,7428110
BX284603.4,7418851,7418900,7428249,7428298
BX284603.4,7418851,7418900,7428437,7428486
BX284603.4,7418851,7418900,7428531,7428580
BX284603.4,7418851,7418900,7428719,7428768
BX284603.4,7418851,7418900,7432811,7432860
BX284603.4,7418851,7418900,7433375,7433424
BX284603.4,7418851,7418900,7433985,7434034
BX284603.4,7418851,7418900,7434409,7434458
BX284603.4,7418851,7418900,7434503,7434552
BX284603.4,7418851,7418900,7434879,7434928
BX284603.4,7418851,7418900,7435303,7435352
BX284603.4,7418851,7418900,7435397,7435446
BX284603.4,7418851,7418900,7435867,7435916
BX284603.4,7418851,7418900,7436337,7436386
BX284603.4,7418851,7418900,7436855,7436904
BX284603.4,7418851,7418900,7437043,7437092
BX284603.4,7418851,7418900,7437137,7437186
BX284603.4,7418851,7418900,7437607,7437656
BX284603.4,7418851,7418900,7437701,7437750
BX284603.4,7418851,7419000,7437889,7438038
BX284603.4,7418851,7418900,7437983,7438032
BX284603.4,7418851,7418900,7438171,7438220
BX284603.4,7418851,7418900,7438600,7438649
BX284603.4,7418851,7418900,7438694,7438743
BX284603.4,7418851,7418900,7438788,7438837
BX284603.4,7418876,7419000,7421508,7421632
BX284603.4,7418876,7419000,7423621,7423745
BX284603.4,7418876,7419025,7432742,7432891
BX284603.4,7418876,7418950,7433774,7433848
BX284603.4,7418876,7418950,7434716,7434790
BX284603.4,7418901,7419075,7419559,7419733
BX284603.4,7418901,7419000,7420029,7420128
BX284603.4,7418901,7419075,7428205,7428379
BX284603.4,7418901,7419000,7435259,7435358
BX284603.4,7418901,7419000,7438127,7438226
BX284603.4,7418901,7419000,7438556,7438655
BX284603.4,7418926,7419075,7419020,7419169
BX284603.4,7418926,7419000,7419114,7419188
BX284603.4,7418926,7419000,7419302,7419376
BX284603.4,7418926,7419000,7419396,7419470
BX284603.4,7418926,7418975,7419490,7419539
BX284603.4,7418926,7419000,7419678,7419752
BX284603.4,7418926,7419100,7419772,7419946
BX284603.4,7418926,7419000,7419866,7419940
BX284603.4,7418926,7418975,7419960,7420009
BX284603.4,7418926,7419075,7420148,7420297
BX284603.4,7418926,7419000,7420242,7420316
BX284603.4,7418926,7419000,7420336,7420410
BX284603.4,7418926,7419000,7420524,7420598
BX284603.4,7418926,7419000,7420900,7420974
BX284603.4,7418926,7419000,7421088,7421162
BX284603.4,7418926,7419000,7421370,7421444
BX284603.4,7418926,7419075,7421652,7421801
BX284603.4,7418926,7419000,7421746,7421820
BX284603.4,7418926,7419000,7421888,7421962
BX284603.4,7418926,7419000,7422170,7422244
BX284603.4,7418926,7419000,7422264,7422338
BX284603.4,7418926,7419075,7422358,7422507
BX284603.4,7418926,7419000,7422452,7422526
BX284603.4,7418926,7419000,7423016,7423090
BX284603.4,7418926,7419000,7423859,7423933
BX284603.4,7418926,7419000,7423953,7424027
BX284603.4,7418926,7419000,7424047,7424121
BX284603.4,7418926,7419175,7424141,7424390
BX284603.4,7418926,7419200,7424235,7424509
BX284603.4,7418926,7419075,7424329,7424478
BX284603.4,7418926,7419000,7424423,7424497
BX284603.4,7418926,7419000,7424611,7424685
BX284603.4,7418926,7419000,7424753,7424827
BX284603.4,7418926,7419000,7424941,7425015
BX284603.4,7418926,7419025,7426538,7426637
BX284603.4,7418926,7419000,7427008,7427082
BX284603.4,7418926,7419000,7427760,7427834
BX284603.4,7418926,7419075,7427854,7428003
BX284603.4,7418926,7419000,7427948,7428022
BX284603.4,7418926,7418975,7428136,7428185
BX284603.4,7418926,7419000,7428324,7428398
BX284603.4,7418926,7419000,7428418,7428492
BX284603.4,7418926,7419075,7428512,7428661
BX284603.4,7418926,7419000,7428606,7428680
BX284603.4,7418926,7419000,7428700,7428774
BX284603.4,7418926,7419175,7428794,7429043
BX284603.4,7418926,7419200,7428888,7429162
BX284603.4,7418926,7419075,7428982,7429131
BX284603.4,7418926,7419000,7429076,7429150
BX284603.4,7418926,7419000,7429170,7429244
BX284603.4,7418926,7419175,7429312,7429561
BX284603.4,7418926,7419175,7429406,7429655
BX284603.4,7418926,7419200,7429500,7429774
BX284603.4,7418926,7419075,7429594,7429743
BX284603.4,7418926,7419000,7429688,7429762
BX284603.4,7418926,7419000,7430534,7430608
BX284603.4,7418926,7419000,7430676,7430750
BX284603.4,7418926,7419000,7431146,7431220
BX284603.4,7418926,7419000,7431476,7431550
BX284603.4,7418926,7418975,7431664,7431713
BX284603.4,7418926,7419000,7432322,7432396
BX284603.4,7418926,7419000,7433262,7433336
BX284603.4,7418926,7419075,7433450,7433599
BX284603.4,7418926,7418975,7433544,7433593
BX284603.4,7418926,7419000,7433872,7433946
BX284603.4,7418926,7419000,7433966,7434040
BX284603.4,7418926,7419000,7434154,7434228
BX284603.4,7418926,7419000,7434390,7434464
BX284603.4,7418926,7419000,7434484,7434558
BX284603.4,7418926,7419000,7435002,7435076
BX284603.4,7418926,7419000,7435096,7435170
BX284603.4,7418926,7418975,7435190,7435239
BX284603.4,7418926,7419000,7435378,7435452
BX284603.4,7418926,7419075,7435472,7435621
BX284603.4,7418926,7419000,7435566,7435640
BX284603.4,7418926,7419100,7435660,7435834
BX284603.4,7418926,7419000,7435754,7435828
BX284603.4,7418926,7419000,7435848,7435922
BX284603.4,7418926,7418975,7435942,7435991
BX284603.4,7418926,7418975,7436224,7436273
BX284603.4,7418926,7419125,7436318,7436517
BX284603.4,7418926,7419050,7436412,7436536
BX284603.4,7418926,7419000,7436600,7436674
BX284603.4,7418926,7419000,7436742,7436816
BX284603.4,7418926,7418975,7436930,7436979
BX284603.4,7418926,7419000,7437024,7437098
BX284603.4,7418926,7419000,7437118,7437192
BX284603.4,7418926,7419200,7437306,7437580
BX284603.4,7418926,7419075,7437400,7437549
BX284603.4,7418926,7419000,7437494,7437568
BX284603.4,7418926,7419000,7437588,7437662
BX284603.4,7418926,7419075,7437682,7437831
BX284603.4,7418926,7419000,7437776,7437850
BX284603.4,7418926,7419000,7437870,7437944
BX284603.4,7418926,7418975,7438058,7438107
BX284603.4,7418926,7419000,7438294,7438368
BX284603.4,7418926,7419000,7438675,7438749
BX284603.4,7418926,7419000,7438863,7438937
BX284603.4,7418951,7419075,7419233,7419357
BX284603.4,7418951,7419000,7421207,7421256
BX284603.4,7418951,7419000,7423790,7423839
BX284603.4,7418951,7419000,7426657,7426706
BX284603.4,7418951,7419000,7434885,7434934
BX284603.4,7418976,7419075,7420856,7420955
BX284603.4,7418976,7419075,7421326,7421425
BX284603.4,7418976,7419075,7424567,7424666
BX284603.4,7418976,7419100,7427716,7427840
BX284603.4,7418976,7419075,7431102,7431201
BX284603.4,7418976,7419025,7432936,7432985
BX284603.4,7418976,7419025,7433030,7433079
BX284603.4,7418976,7419025,7433124,7433173
BX284603.4,7418976,7419075,7433218,7433317
BX284603.4,7418976,7419050,7433686,7433760
BX284603.4,7418976,7419075,7434110,7434209
BX284603.4,7419001,7419075,7421869,7421943
BX284603.4,7419001,7419175,7429293,7429467
BX284603.4,7419001,7419050,7429951,7430000
BX284603.4,7419001,7419075,7430515,7430589
BX284603.4,7419001,7419075,7430657,7430731
BX284603.4,7419001,7419100,7431457,7431556
BX284603.4,7419001,7419075,7433853,7433927
BX284603.4,7419001,7419075,7434983,7435057
BX284603.4,7419001,7419075,7436723,7436797
BX284603.4,7419001,7419175,7437287,7437461
BX284603.4,7419001,7419075,7438275,7438349
BX284603.4,7419026,7419200,7419214,7419388
BX284603.4,7419026,7419075,7419402,7419451
BX284603.4,7419026,7419075,7419496,7419545
BX284603.4,7419026,7419200,7419590,7419764
BX284603.4,7419026,7419175,7419778,7419927
BX284603.4,7419026,7419075,7419966,7420015
BX284603.4,7419026,7419075,7420060,7420109
BX284603.4,7419026,7419200,7420154,7420328
BX284603.4,7419026,7419075,7420342,7420391
BX284603.4,7419026,7419075,7420530,7420579
BX284603.4,7419026,7419075,7420624,7420673
BX284603.4,7419026,7419075,7420718,7420767
BX284603.4,7419026,7419075,7421000,7421049
BX284603.4,7419026,7419075,7421094,7421143
BX284603.4,7419026,7419075,7421188,7421237
BX284603.4,7419026,7419075,7421564,7421613
BX284603.4,7419026,7419200,7421658,7421832
BX284603.4,7419026,7419075,7422176,7422225
BX284603.4,7419026,7419075,7422270,7422319
BX284603.4,7419026,7419200,7422364,7422538
BX284603.4,7419026,7419075,7423022,7423071
BX284603.4,7419026,7419075,7423677,7423726
BX284603.4,7419026,7419075,7423865,7423914
BX284603.4,7419026,7419075,7423959,7424008
BX284603.4,7419026,7419075,7424053,7424102
BX284603.4,7419026,7419175,7424147,7424296
BX284603.4,7419026,7419075,7424759,7424808
BX284603.4,7419026,7419075,7424947,7424996
BX284603.4,7419026,7419125,7426544,7426643
BX284603.4,7419026,7419075,7427014,7427063
BX284603.4,7419026,7419200,7427860,7428034
BX284603.4,7419026,7419075,7428048,7428097
BX284603.4,7419026,7419075,7428142,7428191
BX284603.4,7419026,7419200,7428236,7428410
BX284603.4,7419026,7419100,7428424,7428498
BX284603.4,7419026,7419200,7428518,7428692
BX284603.4,7419026,7419075,7428706,7428755
BX284603.4,7419026,7419175,7428800,7428949
BX284603.4,7419026,7419075,7429176,7429225
BX284603.4,7419026,7419075,7432328,7432377
BX284603.4,7419026,7419100,7432798,7432872
BX284603.4,7419026,7419175,7433362,7433511
BX284603.4,7419026,7419075,7433972,7434021
BX284603.4,7419026,7419075,7434396,7434445
BX284603.4,7419026,7419075,7434490,7434539
BX284603.4,7419026,7419075,7435102,7435151
BX284603.4,7419026,7419075,7435196,7435245
BX284603.4,7419026,7419075,7435290,7435339
BX284603.4,7419026,7419075,7435384,7435433
BX284603.4,7419026,7419200,7435478,7435652
BX284603.4,7419026,7419175,7435666,7435815
BX284603.4,7419026,7419075,7435854,7435903
BX284603.4,7419026,7419075,7436230,7436279
BX284603.4,7419026,7419175,7436324,7436473
BX284603.4,7419026,7419075,7436606,7436655
BX284603.4,7419026,7419075,7436842,7436891
BX284603.4,7419026,7419075,7436936,7436985
BX284603.4,7419026,7419075,7437030,7437079
BX284603.4,7419026,7419075,7437124,7437173
BX284603.4,7419026,7419100,7437594,7437668
BX284603.4,7419026,7419200,7437688,7437862
BX284603.4,7419026,7419075,7437876,7437925
BX284603.4,7419026,7419075,7437970,7438019
BX284603.4,7419026,7419075,7438064,7438113
BX284603.4,7419026,7419075,7438158,7438207
BX284603.4,7419026,7419075,7438587,7438636
BX284603.4,7419026,7419100,7438681,7438755
BX284603.4,7419026,7419075,7438775,7438824
BX284603.4,7419026,7419075,7438869,7438918
BX284603.4,7419026,7419125,7438963,7439062
BX284603.4,7419051,7419175,7427697,7427821
BX284603.4,7419051,7419200,7431083,7431232
BX284603.4,7419076,7419200,7420862,7420986
BX284603.4,7419076,7419200,7421332,7421456
BX284603.4,7419076,7419200,7424573,7424697
BX284603.4,7419076,7419125,7429932,7429981
BX284603.4,7419076,7419200,7430496,7430620
BX284603.4,7419076,7419125,7432942,7432991
BX284603.4,7419076,7419125,7433036,7433085
BX284603.4,7419076,7419125,7433130,7433179
BX284603.4,7419076,7419200,7433224,7433348
BX284603.4,7419076,7419125,7433692,7433741
BX284603.4,7419076,7419200,7434116,7434240
BX284603.4,7419101,7419175,7420135,7420209
BX284603.4,7419101,7419150,7420417,7420466
BX284603.4,7419101,7419200,7421075,7421174
BX284603.4,7419101,7419200,7421875,7421974
BX284603.4,7419101,7419200,7422157,7422256
BX284603.4,7419101,7419200,7422251,7422350
BX284603.4,7419101,7419175,7422345,7422419
BX284603.4,7419101,7419200,7423846,7423945
BX284603.4,7419101,7419200,7423940,7424039
BX284603.4,7419101,7419200,7424034,7424133
BX284603.4,7419101,7419150,7424504,7424553
BX284603.4,7419101,7419200,7424928,7425027
